,Date,Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,zip_code,day_of_year,month,day_of week,year,trap_percent_of_all_mosquitos,trap_percent_with_wnv,trap_percent_with_wnv2,Depart,Sunrise,Sunset,hours_in_day,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,StnPressure,SeaLevel,ResultSpeed,AvgSpeed,ResultDir,CodeSum
2533,2007-08-24,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,8,2,0,60647,236,8,4,2007,0.0005035582313257652,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2534,2007-08-24,CULEX PIPIENS,21,T050,41.919343,-87.694259,8,3,0,60647,236,8,4,2007,0.0005035582313257652,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2535,2007-08-24,CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,8,3,0,60614,236,8,4,2007,0.007864394730411214,0.005649717514124294,0.03680981595092025,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2536,2007-08-24,CULEX PIPIENS,22,T054,41.921965,-87.632085,8,2,0,60614,236,8,4,2007,0.007864394730411214,0.005649717514124294,0.03680981595092025,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2537,2007-08-24,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,14,0,60643,236,8,4,2007,0.009715711757344175,0.006097560975609756,0.09302325581395349,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2538,2007-08-24,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,6,0,60643,236,8,4,2007,0.009715711757344175,0.006097560975609756,0.09302325581395349,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2539,2007-08-24,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,49,1,60643,236,8,4,2007,0.009715711757344175,0.006097560975609756,0.09302325581395349,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2540,2007-08-24,CULEX PIPIENS,22,T086,41.688324,-87.676709,8,2,1,60643,236,8,4,2007,0.009715711757344175,0.006097560975609756,0.09302325581395349,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2541,2007-08-24,CULEX PIPIENS,22,T086,41.688324,-87.676709,8,36,1,60643,236,8,4,2007,0.009715711757344175,0.006097560975609756,0.09302325581395349,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2542,2007-08-24,CULEX PIPIENS/RESTUANS,11,T091,41.862292,-87.64886,8,3,0,60608,236,8,4,2007,0.0009997111945437985,0.007407407407407408,0.03125,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2543,2007-08-24,CULEX PIPIENS,11,T091,41.862292,-87.64886,8,3,0,60608,236,8,4,2007,0.0009997111945437985,0.007407407407407408,0.03125,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2544,2007-08-24,CULEX PIPIENS/RESTUANS,17,T094,41.720848,-87.666014,9,10,0,60643,236,8,4,2007,0.008864105924955012,0.003341687552213868,0.03305785123966942,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2545,2007-08-24,CULEX PIPIENS,17,T094,41.720848,-87.666014,9,6,0,60643,236,8,4,2007,0.008864105924955012,0.003341687552213868,0.03305785123966942,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2546,2007-08-24,CULEX PIPIENS/RESTUANS,22,T096,41.731922,-87.677512,8,21,0,60643,236,8,4,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2547,2007-08-24,CULEX RESTUANS,22,T096,41.731922,-87.677512,8,5,0,60643,236,8,4,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2548,2007-08-24,CULEX PIPIENS,22,T096,41.731922,-87.677512,8,4,0,60643,236,8,4,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2549,2007-08-24,CULEX TERRITANS,22,T096,41.731922,-87.677512,8,1,0,60643,236,8,4,2007,0.004280244966269004,0.010380622837370242,0.12000000000000001,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2550,2007-08-24,CULEX PIPIENS/RESTUANS,65,T143,41.999128999999996,-87.795585,8,8,0,60631,236,8,4,2007,0.0017032116647783234,0.02608695652173913,0.1935483870967742,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2551,2007-08-24,CULEX PIPIENS,65,T143,41.999128999999996,-87.795585,8,4,0,60631,236,8,4,2007,0.0017032116647783234,0.02608695652173913,0.1935483870967742,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2552,2007-08-24,CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.68776899999999,8,1,0,60645,236,8,4,2007,0.0015625115707314182,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2553,2007-08-24,CULEX PIPIENS/RESTUANS,15,T153,41.907645,-87.760886,8,17,0,60651,236,8,4,2007,0.0018957486355793511,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2554,2007-08-24,CULEX PIPIENS,15,T153,41.907645,-87.760886,8,7,0,60651,236,8,4,2007,0.0018957486355793511,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2555,2007-08-24,CULEX PIPIENS/RESTUANS,91,T009,41.981964000000005,-87.812827,8,7,0,60656,236,8,4,2007,0.01436622012899977,0.004639175257731959,0.08108108108108109,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2556,2007-08-24,CULEX RESTUANS,91,T009,41.981964000000005,-87.812827,8,3,0,60656,236,8,4,2007,0.01436622012899977,0.004639175257731959,0.08108108108108109,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2557,2007-08-24,CULEX PIPIENS,91,T009,41.981964000000005,-87.812827,8,28,1,60656,236,8,4,2007,0.01436622012899977,0.004639175257731959,0.08108108108108109,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2558,2007-08-24,CULEX PIPIENS/RESTUANS,36,T011,41.944869,-87.832763,8,17,0,60634,236,8,4,2007,0.009708306489236443,0.008390541571319604,0.08270676691729323,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2559,2007-08-24,CULEX PIPIENS,36,T011,41.944869,-87.832763,8,9,1,60634,236,8,4,2007,0.009708306489236443,0.008390541571319604,0.08270676691729323,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2560,2007-08-24,CULEX PIPIENS/RESTUANS,72,T016,42.011601,-87.81150600000001,8,9,1,60631,236,8,4,2007,0.0062722620872488685,0.008264462809917356,0.10606060606060606,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2561,2007-08-24,CULEX PIPIENS,72,T016,42.011601,-87.81150600000001,8,9,0,60631,236,8,4,2007,0.0062722620872488685,0.008264462809917356,0.10606060606060606,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2562,2007-08-24,CULEX PIPIENS/RESTUANS,38,T019,41.94983,-87.69845699999999,9,1,0,60618,236,8,4,2007,0.0005331793037566925,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2563,2007-08-24,CULEX PIPIENS,38,T019,41.94983,-87.69845699999999,9,4,0,60618,236,8,4,2007,0.0005331793037566925,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2564,2007-08-24,CULEX PIPIENS/RESTUANS,49,T025,41.979243,-87.750938,9,3,0,60630,236,8,4,2007,0.0005331793037566925,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2565,2007-08-24,CULEX PIPIENS,49,T025,41.979243,-87.750938,9,8,0,60630,236,8,4,2007,0.0005331793037566925,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2566,2007-08-24,CULEX SALINARIUS,58,T028,41.986921,-87.689778,9,3,0,60659,236,8,4,2007,0.007553373469886477,0.008823529411764706,0.07692307692307691,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2567,2007-08-24,CULEX PIPIENS/RESTUANS,50,T031,41.801497999999995,-87.763416,9,1,0,60638,236,8,4,2007,0.01142632869023023,0.0032404406999351912,0.03424657534246575,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2568,2007-08-24,CULEX PIPIENS,50,T031,41.801497999999995,-87.763416,9,1,0,60638,236,8,4,2007,0.01142632869023023,0.0032404406999351912,0.03424657534246575,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2569,2007-08-24,CULEX PIPIENS/RESTUANS,14,T033,41.906638,-87.701431,9,20,0,60622,236,8,4,2007,0.005035582313257652,0.007352941176470588,0.05154639175257732,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2570,2007-08-24,CULEX PIPIENS,14,T033,41.906638,-87.701431,9,8,0,60622,236,8,4,2007,0.005035582313257652,0.007352941176470588,0.05154639175257732,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2571,2007-08-24,CULEX PIPIENS/RESTUANS,10,T089,41.723195000000004,-87.64997,5,6,0,60643,236,8,4,2007,0.002769570272291708,0.0106951871657754,0.04395604395604396,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2572,2007-08-24,CULEX PIPIENS,10,T089,41.723195000000004,-87.64997,5,1,0,60643,236,8,4,2007,0.002769570272291708,0.0106951871657754,0.04395604395604396,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2573,2007-08-24,CULEX PIPIENS/RESTUANS,11,T092,41.869215999999994,-87.627561,8,2,0,60605,236,8,4,2007,0.0008442005642814298,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2574,2007-08-24,CULEX PIPIENS,11,T092,41.869215999999994,-87.627561,8,2,0,60605,236,8,4,2007,0.0008442005642814298,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2575,2007-08-24,CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.72460799999999,8,3,0,60803,236,8,4,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2576,2007-08-24,CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.72460799999999,8,50,1,60803,236,8,4,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2577,2007-08-24,CULEX RESTUANS,42,T135,41.662014,-87.72460799999999,8,1,0,60803,236,8,4,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2578,2007-08-24,CULEX PIPIENS,42,T135,41.662014,-87.72460799999999,8,50,0,60803,236,8,4,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2579,2007-08-24,CULEX PIPIENS,42,T135,41.662014,-87.72460799999999,8,6,0,60803,236,8,4,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2580,2007-08-24,CULEX PIPIENS,42,T135,41.662014,-87.72460799999999,8,50,1,60803,236,8,4,2007,0.023119247032338804,0.0025624599615631004,0.04371584699453552,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2581,2007-08-24,CULEX PIPIENS/RESTUANS,53,T141,41.961743,-87.76007,9,2,0,60630,236,8,4,2007,0.00028880545620154176,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2582,2007-08-24,CULEX PIPIENS/RESTUANS,43,T145,41.878114000000004,-87.629798,3,2,0,60605,236,8,4,2007,0.0029769177793082,0.0024875621890547263,0.01098901098901099,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2583,2007-08-24,CULEX PIPIENS/RESTUANS,43,T145,41.878114000000004,-87.629798,3,8,0,60605,236,8,4,2007,0.0029769177793082,0.0024875621890547263,0.01098901098901099,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2584,2007-08-24,CULEX PIPIENS,43,T145,41.878114000000004,-87.629798,3,1,0,60605,236,8,4,2007,0.0029769177793082,0.0024875621890547263,0.01098901098901099,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2585,2007-08-24,CULEX PIPIENS,43,T145,41.878114000000004,-87.629798,3,1,0,60605,236,8,4,2007,0.0029769177793082,0.0024875621890547263,0.01098901098901099,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2586,2007-08-24,CULEX PIPIENS/RESTUANS,42,T146,41.958271,-87.702575,9,3,0,60618,236,8,4,2007,0.0008442005642814298,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2587,2007-08-24,CULEX PIPIENS,42,T146,41.958271,-87.702575,9,4,0,60618,236,8,4,2007,0.0008442005642814298,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2588,2007-08-24,CULEX PIPIENS/RESTUANS,28,T147,41.932094,-87.700117,8,2,0,60618,236,8,4,2007,0.00362117610468087,0.0081799591002045,0.04081632653061224,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2589,2007-08-24,CULEX PIPIENS,28,T147,41.932094,-87.700117,8,3,0,60618,236,8,4,2007,0.00362117610468087,0.0081799591002045,0.04081632653061224,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2590,2007-08-24,CULEX PIPIENS,18,T150,42.006858,-87.675919,9,1,0,60626,236,8,4,2007,0.0004146950140329831,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2591,2007-08-24,CULEX PIPIENS/RESTUANS,70,T151,41.916265,-87.800515,8,8,0,60707,236,8,4,2007,0.014580972904123994,0.0030472320975114273,0.03846153846153846,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2592,2007-08-24,CULEX PIPIENS,70,T151,41.916265,-87.800515,8,2,0,60707,236,8,4,2007,0.014580972904123994,0.0030472320975114273,0.03846153846153846,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2593,2007-08-24,CULEX PIPIENS/RESTUANS,25,T152,41.846075,-87.716277,9,3,0,60623,236,8,4,2007,0.0029472967068772723,0.005025125628140704,0.021505376344086023,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2594,2007-08-24,CULEX PIPIENS,25,T152,41.846075,-87.716277,9,5,1,60623,236,8,4,2007,0.0029472967068772723,0.005025125628140704,0.021505376344086023,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2595,2007-08-24,CULEX PIPIENS/RESTUANS,21,T154,41.918704999999996,-87.752329,8,12,1,60639,236,8,4,2007,0.001392190404253586,0.010638297872340425,0.09523809523809523,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2596,2007-08-24,CULEX PIPIENS/RESTUANS,35,T158,41.682587,-87.707973,9,8,0,60655,236,8,4,2007,0.019068565377409488,0.002330097087378641,0.04081632653061224,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2597,2007-08-24,CULEX PIPIENS,35,T158,41.682587,-87.707973,9,5,0,60655,236,8,4,2007,0.019068565377409488,0.002330097087378641,0.04081632653061224,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2598,2007-08-24,CULEX PIPIENS/RESTUANS,93,T162,41.725516999999996,-87.61425799999999,8,4,0,60619,236,8,4,2007,0.0005183687675412289,0.014285714285714285,0.047619047619047616,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2599,2007-08-24,CULEX PIPIENS,93,T162,41.725516999999996,-87.61425799999999,8,3,0,60619,236,8,4,2007,0.0005183687675412289,0.014285714285714285,0.047619047619047616,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2600,2007-08-24,CULEX PIPIENS/RESTUANS,37,T218,41.948167,-87.730698,8,6,0,60641,236,8,4,2007,0.002925080902554077,0.005063291139240506,0.02702702702702703,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2601,2007-08-24,CULEX PIPIENS,37,T218,41.948167,-87.730698,8,8,0,60641,236,8,4,2007,0.002925080902554077,0.005063291139240506,0.02702702702702703,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2602,2007-08-24,CULEX PIPIENS/RESTUANS,45,T220,41.963976,-87.69181,9,4,0,60625,236,8,4,2007,0.004672724175978791,0.006339144215530904,0.04081632653061224,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2603,2007-08-24,CULEX PIPIENS,45,T220,41.963976,-87.69181,9,5,0,60625,236,8,4,2007,0.004672724175978791,0.006339144215530904,0.04081632653061224,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2604,2007-08-24,CULEX PIPIENS/RESTUANS,40,T001,41.953705,-87.733974,8,2,0,60641,236,8,4,2007,0.00018513170269329602,0.0,0.0,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2605,2007-08-24,CULEX PIPIENS/RESTUANS,46,T003,41.964242,-87.757639,8,12,0,60630,236,8,4,2007,0.009967490873007058,0.010401188707280832,0.11475409836065571,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2606,2007-08-24,CULEX RESTUANS,46,T003,41.964242,-87.757639,8,1,0,60630,236,8,4,2007,0.009967490873007058,0.010401188707280832,0.11475409836065571,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2607,2007-08-24,CULEX PIPIENS,46,T003,41.964242,-87.757639,8,19,1,60630,236,8,4,2007,0.009967490873007058,0.010401188707280832,0.11475409836065571,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2608,2007-08-24,CULEX PIPIENS/RESTUANS,60,T006,41.990284,-87.797127,8,1,0,60631,236,8,4,2007,0.0007923636875273069,0.037383177570093455,0.16666666666666666,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2609,2007-08-24,CULEX PIPIENS,60,T006,41.990284,-87.797127,8,1,0,60631,236,8,4,2007,0.0007923636875273069,0.037383177570093455,0.16666666666666666,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2610,2007-08-24,CULEX PIPIENS/RESTUANS,70,T008,42.008314,-87.77792099999999,9,12,0,60646,236,8,4,2007,0.01975725531142855,0.0037481259370314842,0.07194244604316545,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2611,2007-08-24,CULEX PIPIENS,70,T008,42.008314,-87.77792099999999,9,9,0,60646,236,8,4,2007,0.01975725531142855,0.0037481259370314842,0.07194244604316545,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
2612,2007-08-24,CULEX PIPIENS/RESTUANS,61,T012,41.991429,-87.747113,8,6,0,60646,236,8,4,2007,0.007049815238560712,0.004201680672268907,0.0380952380952381,4.0,5.15,18.666666666666668,13.516666666666667,80.0,69.0,75.0,67.0,69.0,0.0,10.0,29.11,29.82,5.8,7.1,25.0,"['RA', 'TSRA']"
